split_id,propn,PERSON,NORP,FAC,ORG,GPE,LOC,PRODUCT,EVENT,WORK_OF_ART,LAW,LANGUAGE,n_noun,n_adj,n_adp,n_det,n_pron,n_verb,n_adv,n_intj,n_total,f_score
train_1240,1,0,0,0,0,1,0,0,0,0,0,0,5,3,2,2,2,2,0,0,20,70.0000
train_206,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,3,1,1,0,16,56.2500
train_29,1,0,0,0,1,0,0,0,0,0,0,0,2,1,6,4,1,1,0,0,25,72.0000
train_1372,1,0,1,0,0,0,0,1,0,0,0,0,7,4,5,2,3,5,1,0,33,63.6364
train_919,1,0,0,0,0,0,0,0,0,0,0,0,6,2,3,1,2,2,1,0,24,64.5833
train_1139,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,3,3,1,0,29,60.3448
train_951,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,2,4,5,1,0,31,54.8387
train_322,1,0,0,0,0,1,0,0,0,0,0,0,5,4,4,4,0,2,0,0,26,78.8462
train_635,1,1,0,0,1,0,0,0,0,0,0,0,4,1,5,2,1,4,0,0,39,58.9744
train_475,1,0,0,0,1,0,0,0,0,0,0,0,3,0,6,2,0,2,0,0,23,69.5652
train_23,1,1,1,0,0,0,0,0,0,0,0,0,4,2,2,3,0,2,1,0,18,72.2222
train_1169,1,0,0,0,0,0,1,0,0,0,0,0,4,5,3,4,1,1,3,0,29,68.9655
train_777,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,1,2,2,0,22,59.0909
train_1146,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,1,1,0,11,72.7273
train_406,1,0,1,0,0,0,0,0,0,0,0,0,3,1,4,1,2,2,0,0,20,62.5000
train_844,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,9,66.6667
train_201,1,1,0,1,0,0,0,0,0,0,1,0,3,1,3,3,0,2,1,0,24,64.5833
train_849,1,0,0,0,0,1,0,0,0,0,0,0,3,6,3,0,1,3,0,0,23,67.3913
train_246,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,2,0,0,12,41.6667
train_427,1,1,0,0,1,0,0,0,0,0,0,0,2,1,1,3,0,1,0,0,16,68.7500
train_171,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,3,1,3,1,0,27,62.9630
train_935,0,0,0,0,1,0,0,0,0,0,0,0,5,1,5,3,1,3,2,0,23,67.3913
train_912,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,3,6,0,0,26,46.1538
train_253,1,0,0,0,1,1,0,0,0,0,0,0,3,1,3,1,0,1,1,0,24,62.5000
train_1026,1,1,0,0,0,0,0,0,0,0,0,0,6,0,1,2,1,3,1,0,22,59.0909
train_1509,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,2,4,0,0,24,56.2500
train_1443,1,1,1,0,1,0,0,0,0,0,0,0,5,2,2,2,0,2,0,0,20,72.5000
train_732,1,0,0,0,0,1,1,0,0,0,0,0,3,2,3,2,2,1,0,0,18,69.4444
train_576,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,1,1,0,13,65.3846
train_690,1,1,0,0,0,0,0,0,0,0,0,0,7,1,5,4,0,1,0,0,30,76.6667
train_682,1,0,0,0,1,0,0,0,0,0,0,0,3,3,2,3,0,0,1,0,24,70.8333
train_140,1,0,0,0,1,0,0,0,0,0,0,0,10,1,7,4,1,2,0,0,37,75.6757
train_47,1,0,0,0,1,0,0,0,0,0,0,0,4,1,2,2,1,2,1,0,25,60.0000
train_1147,1,0,0,0,1,0,0,0,0,0,0,0,5,1,2,1,0,2,4,0,20,57.5000
train_1130,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,3,0,2,1,0,22,77.2727
train_105,1,0,1,0,1,0,0,0,0,0,0,0,7,4,5,4,3,2,0,0,31,74.1935
train_824,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,2,1,0,16,56.2500
train_412,1,0,1,0,0,1,0,0,0,0,0,0,5,3,2,3,1,2,1,0,24,68.7500
train_674,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,2,1,3,1,0,22,70.4545
train_835,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,0,3,0,0,21,71.4286
train_216,1,0,0,0,1,1,0,0,1,0,0,0,8,1,4,3,1,6,1,0,41,59.7561
train_656,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,1,1,0,13,73.0769
train_736,1,1,0,0,1,1,0,0,0,0,0,0,9,2,3,2,1,4,1,0,35,64.2857
train_904,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,2,3,1,0,29,62.0690
train_679,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,1,3,1,0,17,61.7647
train_1454,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,3,0,1,0,0,23,84.7826
train_351,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,2,4,2,0,24,50.0000
train_332,1,0,0,0,0,1,0,0,0,0,0,0,2,1,2,1,1,1,0,0,13,65.3846
train_1355,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,2,3,1,0,23,56.5217
train_638,1,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,1,2,1,0,22,65.9091
train_1381,1,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,0,2,0,0,28,64.2857
train_46,1,1,0,0,1,1,0,0,0,0,0,0,2,0,3,2,0,1,0,0,25,62.0000
train_1233,1,0,0,0,0,1,0,0,0,0,0,0,5,0,2,2,0,1,0,0,14,78.5714
train_1290,1,1,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,2,0,0,19,65.7895
train_779,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,1,2,3,4,0,22,45.4545
train_1364,1,0,0,0,0,1,0,0,0,0,0,0,4,3,3,2,0,2,1,0,21,71.4286
train_641,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,3,0,0,19,65.7895
train_1365,1,0,1,0,0,0,0,0,0,0,0,0,6,1,1,2,1,2,1,0,27,61.1111
train_747,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,4,1,1,3,0,26,69.2308
train_1263,1,0,0,0,0,0,0,0,0,0,0,0,9,4,4,4,0,2,0,0,30,81.6667
train_1099,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,3,0,2,2,0,25,76.0000
train_1483,1,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,2,0,0,27,75.9259
train_645,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,1,4,0,0,20,65.0000
train_1117,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,4,7,2,0,31,37.0968
train_537,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,0,1,2,0,18,72.2222
train_540,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,1,0,13,57.6923
train_494,1,0,0,1,0,1,1,0,0,0,0,0,4,1,6,8,4,6,3,0,54,55.5556
train_891,1,0,0,0,0,0,0,1,0,0,0,0,5,2,1,2,1,3,1,0,21,61.9048
train_596,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,0,1,0,0,17,79.4118
train_959,1,0,0,0,0,0,1,1,0,0,0,0,6,0,2,4,0,2,0,0,22,72.7273
train_828,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,1,3,2,0,23,58.6957
train_1274,1,0,0,0,0,1,0,0,0,0,0,0,3,2,2,2,1,3,3,0,21,54.7619
train_1109,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,1,3,0,0,26,57.6923
train_245,1,1,1,0,1,1,1,0,0,0,0,0,1016,50,110,225,144,189,75,16,3082,65.8501
train_1319,1,0,0,1,0,0,0,0,0,0,0,0,3,1,2,4,0,1,0,0,15,80.0000
train_1287,1,1,0,0,1,1,0,0,0,0,0,0,4,4,2,3,2,2,2,0,29,62.0690
train_1106,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,2,4,0,0,15,50.0000
train_1292,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,3,2,4,1,0,30,65.0000
train_1389,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,3,5,1,0,23,50.0000
train_70,1,0,0,1,0,0,0,0,0,0,0,0,4,0,3,2,1,4,0,0,27,57.4074
train_795,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,2,0,0,16,56.2500
train_198,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,1,0,0,18,69.4444
train_1439,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,1,2,1,0,26,67.3077
train_1157,1,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,0,0,0,0,19,78.9474
train_1399,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,2,1,0,32,60.9375
train_833,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,4,3,2,0,0,30,70.0000
train_407,1,1,1,0,0,0,0,0,0,1,0,0,4,3,4,2,0,2,3,1,34,60.2941
train_1357,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,1,1,0,19,73.6842
train_447,1,0,0,0,1,1,0,0,0,0,0,0,4,1,2,3,0,2,1,0,23,65.2174
train_772,1,0,0,0,0,1,0,0,0,0,0,0,5,3,2,0,0,2,1,0,23,65.2174
train_62,1,0,0,0,1,0,0,0,0,0,0,0,6,0,1,1,3,5,0,0,27,50.0000
train_787,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0,2,0,0,19,71.0526
train_115,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,10,70.0000
train_591,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,2,3,4,4,0,37,52.7027
train_936,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,5,2,0,26,46.1538
train_194,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,4,0,0,23,54.3478
train_829,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,2,1,4,1,1,29,60.3448
train_997,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,1,1,0,14,67.8571
train_958,1,0,0,0,0,0,1,0,0,0,0,0,6,1,6,4,1,3,1,0,30,70.0000
train_823,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,2,1,0,26,75.0000
train_1491,1,1,0,0,0,0,0,0,0,0,0,0,4,0,3,2,1,3,0,0,17,64.7059
train_1046,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1,1,1,0,0,20,77.5000
train_1468,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,2,3,1,0,24,54.1667
train_962,1,0,1,0,0,1,0,1,0,1,0,0,2,1,3,2,0,1,1,0,18,66.6667
train_1135,1,1,0,1,0,0,0,0,0,0,0,0,3,2,5,3,0,0,0,0,21,80.9524
train_458,1,0,0,0,0,0,0,0,0,0,0,0,5,2,2,4,0,0,1,0,21,78.5714
train_1506,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,3,2,4,2,0,23,63.0435
train_205,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,3,2,0,23,47.8261
train_863,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,2,1,2,0,27,66.6667
train_913,1,0,0,0,0,1,0,0,0,0,0,0,8,2,5,6,7,6,1,0,45,57.7778
train_1331,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,4,2,0,18,52.7778
train_127,1,1,0,0,1,0,0,0,0,0,0,0,4,2,3,2,4,3,1,0,39,53.8462
train_321,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,0,13,57.6923
train_1037,1,0,0,0,1,0,0,0,0,0,0,0,7,2,2,3,1,5,0,0,28,64.2857
train_1494,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,1,2,0,0,20,72.5000
train_36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,1,0,13,57.6923
train_1422,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,3,3,4,2,0,38,63.1579
train_654,1,1,1,0,0,1,0,0,0,0,0,0,2,1,3,2,1,1,0,0,23,63.0435
train_1126,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,5,3,5,1,0,37,60.8108
train_1007,1,0,0,0,1,0,0,0,0,0,0,0,7,1,4,3,2,2,1,0,26,69.2308
train_66,1,0,0,0,1,0,0,0,0,0,0,0,3,0,3,2,0,3,0,0,19,63.1579
train_411,0,0,1,0,0,0,0,0,0,0,0,0,5,3,1,1,0,4,2,0,22,59.0909
train_61,1,1,0,0,1,0,0,0,0,0,0,0,4,0,4,3,1,3,0,0,22,65.9091
train_172,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,3,4,2,0,26,44.2308
train_126,1,0,0,0,0,0,0,0,0,1,0,0,15,3,3,7,3,4,1,0,54,68.5185
train_937,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,1,1,2,2,0,23,65.2174
train_1174,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,2,0,0,16,65.6250
train_254,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,1,3,1,0,33,62.1212
train_214,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,1,1,0,13,69.2308
train_687,0,0,0,0,0,0,0,1,0,0,0,0,7,2,5,4,2,4,1,0,32,67.1875
train_1074,1,0,1,0,1,1,0,0,0,0,0,0,5,0,5,2,0,1,0,0,21,76.1905
train_920,1,0,0,0,0,0,0,0,0,0,0,0,7,2,3,3,1,3,0,0,26,71.1538
train_1386,1,1,1,0,0,1,0,0,0,0,0,0,2,2,4,2,1,4,1,0,24,58.3333
train_883,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,2,0,4,4,0,30,65.0000
train_1304,1,0,1,0,0,0,0,0,0,0,0,0,6,1,3,2,1,1,1,0,21,71.4286
train_1398,1,0,0,0,1,1,0,0,0,0,0,0,6,2,3,2,1,4,0,0,24,66.6667
train_155,1,0,0,0,0,0,1,0,0,0,0,0,2,1,4,1,0,3,3,0,25,54.0000
train_452,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,0,0,4,2,0,33,65.1515
train_1279,1,1,0,0,0,0,1,0,0,0,0,0,7,0,6,4,0,1,0,0,22,86.3636
train_1003,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,2,0,20,47.5000
train_250,1,0,0,0,0,0,0,0,0,0,0,0,6,1,3,4,1,3,0,0,21,73.8095
train_876,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,2,2,3,0,0,24,66.6667
train_63,1,0,1,0,1,1,1,0,0,0,0,0,5,4,3,4,0,1,1,0,29,74.1379
train_613,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,2,0,14,35.7143
train_544,1,1,0,0,1,0,0,0,0,0,0,0,7,0,2,4,1,3,1,0,30,63.3333
train_1400,1,0,0,0,0,1,0,0,0,0,0,0,4,6,3,3,1,2,1,0,30,70.0000
train_22,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,1,0,13,65.3846
train_526,1,1,1,0,1,1,0,0,0,0,0,0,5,1,8,4,0,2,2,0,42,66.6667
train_941,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,3,1,3,0,0,24,72.9167
train_1083,1,0,0,0,0,1,0,0,0,0,0,0,3,1,3,0,1,1,0,0,12,70.8333
train_1467,1,0,0,0,1,1,0,0,0,0,0,0,1,0,5,3,0,2,0,0,24,64.5833
train_1105,1,1,0,0,0,0,0,0,0,0,0,0,7,3,1,3,0,4,0,0,33,65.1515
train_1309,1,1,0,1,0,1,0,0,0,0,0,0,7,2,5,4,1,4,1,0,35,67.1429
train_910,0,0,0,0,0,0,0,0,0,0,0,0,11,2,5,5,0,2,3,0,35,75.7143
train_1322,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2,0,5,5,5,0,36,40.2778
train_945,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,2,5,3,0,33,57.5758
train_1142,1,1,0,0,0,0,0,0,0,0,0,0,6,1,5,2,1,3,0,0,26,69.2308
train_608,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,1,2,0,0,19,81.5789
train_41,1,1,0,0,1,0,0,0,0,0,0,0,8,0,3,3,0,6,0,0,45,58.8889
train_1089,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,2,4,1,0,28,51.7857
train_185,1,0,0,0,1,1,0,0,0,0,0,0,6,2,8,3,1,3,2,0,34,69.1176
train_948,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3,1,0,2,3,0,20,50.0000
train_843,1,0,0,0,0,1,0,0,0,0,0,0,7,6,4,1,0,1,1,0,29,77.5862
train_864,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,2,4,0,17,50.0000
train_740,1,0,0,0,0,1,1,0,0,0,0,0,3,0,5,4,0,1,0,0,27,70.3704
train_42,1,1,0,0,0,0,0,0,0,0,0,0,7,1,4,4,2,4,0,0,31,66.1290
train_53,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,6,0,8,1,0,35,60.0000
train_1457,1,0,0,0,0,0,0,0,0,0,0,0,6,3,6,2,2,2,2,0,30,68.3333
train_1342,1,0,0,0,1,0,0,0,0,0,0,0,240,18,28,53,44,52,15,7,774,64.2765
train_187,1,0,0,0,0,1,0,0,0,0,0,0,3,0,5,3,0,3,0,0,23,67.3913
train_399,1,0,1,0,0,1,1,0,0,0,0,0,6,2,1,3,1,6,0,0,36,56.9444
train_346,1,1,1,0,1,1,1,0,1,1,0,0,852,51,75,170,164,164,80,19,2713,63.2879
train_1243,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,4,0,0,20,50.0000
train_714,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,2,1,1,2,0,21,69.0476
train_1416,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,5,0,4,0,0,35,78.5714
train_1031,1,0,0,0,0,1,0,0,0,0,0,0,5,1,6,3,0,2,1,0,27,72.2222
train_982,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,2,4,1,0,22,52.2727
train_1403,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,3,2,4,0,0,27,68.5185
train_1490,1,0,0,0,0,0,1,0,0,0,0,0,3,2,1,1,0,1,1,0,13,69.2308
train_1021,1,1,0,0,0,0,0,0,0,0,0,0,7,3,3,4,1,4,2,0,38,63.1579
train_430,1,0,0,0,0,1,1,0,0,0,0,0,5,5,3,0,1,2,0,0,44,61.3636
train_1042,1,0,0,0,0,1,1,0,0,0,0,0,4,3,2,3,1,2,1,0,22,68.1818
train_652,1,0,0,0,0,1,0,0,0,1,0,0,2,7,3,2,1,3,2,0,33,62.1212
train_609,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,1,1,1,0,14,60.7143
train_792,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,1,0,4,3,0,27,59.2593
train_1075,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,3,3,5,1,0,28,57.1429
train_1048,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,3,0,0,20,55.0000
train_381,1,1,0,0,0,1,0,0,0,0,0,1,3,2,2,3,0,2,2,0,21,64.2857
train_418,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,3,2,0,18,58.3333
train_626,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,0,3,1,0,24,68.7500
train_1158,1,1,0,0,1,0,0,0,0,0,0,0,6,4,5,4,1,5,4,0,40,61.2500
train_1484,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,1,2,3,0,27,59.2593
train_400,1,0,1,0,0,1,0,0,0,0,0,0,4,1,3,1,3,4,1,0,31,51.6129
train_124,1,0,0,0,0,1,0,0,0,0,0,0,6,2,4,3,2,4,1,0,32,62.5000
train_845,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1,2,3,2,0,25,62.0000
train_1154,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,5,1,1,0,20,47.5000
train_278,1,1,0,0,1,1,0,0,0,0,0,0,4,3,4,2,0,1,0,0,23,76.0870
train_444,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,1,2,1,0,0,20,67.5000
train_13,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0,10,50.0000
train_826,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,3,4,0,0,26,57.6923
train_1434,1,0,0,0,0,1,0,0,0,0,0,0,4,0,2,2,0,4,3,0,21,52.3810
train_1346,1,1,0,0,1,0,0,1,1,0,0,0,6,2,3,3,0,1,0,0,28,73.2143
train_934,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,3,4,4,2,0,37,63.5135
train_1306,1,1,1,0,1,1,1,0,0,0,0,0,4,3,3,2,0,2,0,0,25,70.0000
train_1349,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,0,2,0,0,17,73.5294
train_1493,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,2,5,5,2,0,40,53.7500
train_1426,1,0,0,0,0,0,0,1,0,0,0,0,6,4,3,4,0,1,1,0,24,81.2500
train_84,1,0,0,0,1,0,0,0,0,0,0,0,4,3,1,1,2,2,0,0,19,63.1579
train_877,0,0,0,0,1,0,0,0,0,0,0,0,3,5,2,2,0,1,0,0,16,84.3750
train_902,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,1,1,4,0,26,67.3077
train_1376,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,2,0,0,17,64.7059
train_195,1,0,1,0,0,0,0,0,1,0,0,0,3,1,2,4,0,1,0,0,17,76.4706
train_490,1,0,0,0,1,1,0,0,0,0,0,0,9,1,6,2,0,3,1,0,38,68.4211
train_95,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,2,0,0,15,63.3333
train_575,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,4,1,4,1,0,26,65.3846
train_1067,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,2,2,4,4,0,36,62.5000
train_1259,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,4,3,3,1,0,29,65.5172
train_1122,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,3,4,1,0,26,53.8462
train_1379,1,0,0,0,0,0,0,1,0,0,0,0,5,1,3,1,0,5,1,0,25,58.0000
train_143,1,0,0,0,1,1,0,0,0,0,0,0,5,1,1,3,0,1,0,0,16,78.1250
train_11,1,1,0,1,1,1,0,0,0,1,0,0,2,0,7,4,1,3,1,0,41,59.7561
train_588,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,3,3,2,3,0,34,61.7647
train_1406,1,0,0,0,1,1,0,0,0,0,0,0,2,0,2,3,0,1,0,0,17,67.6471
train_59,1,1,0,0,1,1,0,0,0,0,0,0,11,6,5,3,5,6,1,0,52,62.5000
train_337,1,0,1,0,1,0,0,0,0,0,0,0,3,1,1,1,0,2,0,0,16,62.5000
train_149,1,0,0,0,1,1,0,0,0,0,0,0,5,0,2,4,0,3,0,0,24,66.6667
train_721,1,0,1,0,0,0,1,0,0,0,0,0,7,3,3,3,0,0,2,0,27,75.9259
train_1084,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,1,2,3,5,0,34,52.9412
train_363,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,3,0,2,3,0,22,68.1818
train_98,1,0,0,0,0,1,0,0,0,0,0,0,4,0,4,2,0,2,1,0,20,67.5000
train_3,1,0,0,0,1,0,0,0,0,0,0,0,4,2,4,3,0,3,0,0,28,67.8571
train_1063,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,1,2,1,0,18,66.6667
train_292,1,0,0,0,0,0,0,0,0,0,0,0,9,2,4,4,0,2,0,0,26,82.6923
train_416,1,0,1,0,0,0,0,0,0,0,0,0,4,4,4,3,1,1,1,0,23,76.0870
train_725,1,1,0,0,0,0,0,0,0,0,0,0,6,2,3,5,1,1,0,0,32,71.8750
train_1036,1,0,0,0,1,0,0,0,0,0,0,0,3,1,1,3,0,1,0,0,18,69.4444
train_391,1,0,0,0,1,1,0,0,0,0,0,0,5,2,5,3,0,3,1,0,25,72.0000
train_378,1,0,0,0,1,0,0,0,0,0,0,0,4,1,2,3,3,4,0,0,25,56.0000
train_894,1,0,0,0,0,0,1,0,0,0,0,0,3,2,2,4,1,3,2,0,24,60.4167
train_726,0,0,0,0,0,0,1,0,0,0,0,0,6,1,3,2,1,2,2,0,22,65.9091
train_1412,1,0,0,0,0,1,0,0,0,0,0,0,7,1,5,4,1,5,3,0,36,61.1111
train_1085,1,0,0,0,0,0,0,0,0,0,0,0,6,2,6,5,0,2,0,0,25,84.0000
train_229,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,3,2,5,3,0,27,48.1481
train_1214,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,2,1,0,15,53.3333
train_289,1,0,0,0,1,0,0,0,0,0,0,0,5,2,3,4,1,2,1,0,23,71.7391
train_65,1,1,0,0,0,1,0,0,0,0,0,0,4,2,5,3,0,3,1,0,32,65.6250
train_702,1,0,1,0,1,1,0,0,0,0,0,0,5,3,1,3,1,2,0,0,21,71.4286
train_1231,1,1,0,0,0,1,0,0,0,0,0,0,7,3,7,3,0,3,0,0,36,73.6111
train_299,1,0,0,0,1,0,0,0,0,0,0,0,4,3,4,6,0,3,2,0,32,68.7500
train_1253,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,5,1,2,0,0,25,80.0000
train_1430,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,2,3,0,0,20,60.0000
train_996,1,0,0,0,1,1,0,0,0,0,0,0,2,0,2,1,2,3,0,0,25,50.0000
train_1473,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,0,11,40.9091
train_1380,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,0,3,1,0,19,63.1579
train_889,0,0,0,0,0,0,0,0,0,0,0,0,8,1,5,4,0,2,2,0,26,76.9231
train_1345,1,0,1,0,0,1,0,0,0,0,0,0,6,2,2,2,1,1,0,0,30,66.6667
train_1497,1,0,1,0,1,1,0,0,0,0,0,0,5,1,2,1,0,2,4,0,24,56.2500
train_791,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,3,2,0,0,20,65.0000
train_601,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,2,0,0,14,57.1429
train_1095,1,0,1,0,0,1,0,0,0,0,0,0,11,2,6,7,1,4,0,0,39,76.9231
train_848,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,4,7,1,0,25,44.0000
train_1449,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,3,1,0,20,52.5000
train_693,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,5,1,0,24,47.9167
train_553,0,0,0,0,0,0,0,0,0,0,0,0,11,3,2,3,2,6,0,0,33,66.6667
train_10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,5,1,6,1,0,32,62.5000
train_116,1,0,0,0,1,1,1,0,0,0,0,0,6,2,2,2,1,4,0,0,30,61.6667
train_987,1,0,0,0,0,1,0,0,0,0,0,0,4,5,2,1,1,1,2,0,22,68.1818
train_1195,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,2,2,0,4,0,24,50.0000
train_248,1,0,0,0,0,0,0,0,0,0,1,0,3,2,3,2,0,1,0,0,18,75.0000
train_840,1,0,0,0,1,1,0,0,0,0,0,0,3,4,4,2,1,3,0,0,29,65.5172
